ClientID,Age,RiskRate,IsMale,CompletedOrdersRatio,CanceledOrdersRatio,AvgPrice,Most_Frequent_OrderType,Most_Frequent_ExecutionStatus,Most_Frequent_SectorName,AvgOrderRate_Difference,AvgQuantityOrderedRate_Difference,Churned
1061,57,Low,1,More than half,Moderate,15.0306866359447,Buy,Executed,Industries,Constant,Constant,0
1063,56,Low,1,More than half,Moderate,3.7290670926517575,Sell,Executed,Financials,Increased,Increased,1
1064,18,Low,1,Less than half,Moderate,6.184203333333333,Sell,Not Executed,Industries,Increased,Increased,0
1065,61,Low,1,Less than half,Most,8.187603263927969,Sell,Not Executed,Financials,Increased,Increased,1
1066,51,Low,1,All,None,16.532400000000003,Sell,Executed,Financials,Increased,Increased,1
1067,40,Low,1,More than half,Moderate,15.369429841897233,Sell,Executed,Industries,Increased,Increased,1
1068,51,Low,1,More than half,Little,13.38004,Sell,Executed,Financials,Constant,Constant,1
1071,60,Low,1,More than half,Most,4.60631768707483,Sell,Executed,Information Technology,Increased,Increased,0
1072,45,Low,1,Less than half,Moderate,21.601158385093168,Buy,Not Executed,Industries,Constant,Constant,0
1073,21,Medium,1,Less than half,Little,1.588718309859155,Buy,Not Executed,Industries,Increased,Increased,0
1074,25,Medium,1,Less than half,Most,24.40650568181818,Buy,Not Executed,Industries,Constant,Constant,0
1075,48,Low,1,More than half,Little,13.093878048780489,Buy,Executed,Materials,Increased,Increased,0
1077,74,Low,1,Less than half,None,2.453333333333333,Sell,Not Executed,Financials,Constant,Constant,1
1079,68,Low,1,Less than half,Moderate,0.17126923076923076,Sell,Not Executed,Information Technology,Increased,Increased,0
1082,50,Low,1,Less than half,Moderate,4.062738618565313,Sell,Not Executed,Financials,Increased,Increased,1
1083,46,Low,1,More than half,None,9.589166666666666,Buy,Executed,Financials,Decreased,Decreased,1
1084,51,Low,0,More than half,Most,34.09097506234414,Buy,Executed,Financials,Increased,Increased,0
1085,73,Low,1,More than half,Moderate,23.486529032258062,Sell,Executed,Materials,Constant,Constant,1
1088,39,Low,1,Less than half,Most,17.467360613810744,Sell,Not Executed,Industries,Increased,Increased,0
1090,72,Low,1,More than half,Most,32.73538461538462,Sell,Executed,Financials,Increased,Increased,1
1091,59,Low,1,More than half,Little,3.0063823529411766,Buy,Executed,Financials,Increased,Increased,1
1092,45,Low,1,More than half,Moderate,14.526430051813472,Sell,Executed,Industries,Increased,Increased,0
1093,59,Low,1,Less than half,Little,70.54809523809524,Buy,Not Executed,Materials,Increased,Increased,0
1095,51,Low,1,Less than half,Moderate,3.390817496229261,Buy,Executed,Financials,Constant,Constant,0
1096,75,Medium,1,More than half,Moderate,38.78792051282051,Buy,Executed,Financials,Constant,Constant,1
1098,69,Low,1,More than half,Little,17.846850694444445,Buy,Executed,Financials,Increased,Increased,0
1100,33,Low,0,More than half,None,65.32642857142856,Buy,Executed,Financials,Constant,Constant,0
1102,40,Low,1,More than half,Little,19.975488584474885,Sell,Executed,Industries,Increased,Increased,0
1103,67,Low,1,More than half,Moderate,25.23348623853211,Buy,Executed,Information Technology,Constant,Constant,0
1104,53,Medium,0,Less than half,Moderate,14.013859424920128,Buy,Not Executed,Real Estate,Constant,Constant,1
1106,43,Medium,1,Less than half,Most,2.0752995951417006,Sell,Not Executed,Consumer Staples,Increased,Increased,0
1107,68,Low,0,None,All,4.17,Sell,Not Executed,Materials,Increased,Increased,1
1109,53,Low,1,Less than half,Most,0.7078085106382977,Buy,Executed,Financials,Increased,Increased,1
1110,78,Low,1,More than half,None,5.578,Sell,Executed,Consumer Staples,Constant,Constant,0
1112,67,Low,0,More than half,Moderate,9.204071047008547,Sell,Not Executed,Real Estate,Increased,Increased,0
1113,56,Low,0,More than half,Moderate,21.459194444444446,Buy,Executed,Real Estate,Increased,Increased,1
1115,29,Low,1,More than half,Moderate,9.375363636363636,Buy,Executed,Financials,Increased,Increased,1
1116,40,Low,1,More than half,Moderate,53.404999999999994,Buy,Executed,Real Estate,Constant,Constant,1
1117,77,Medium,1,Less than half,Moderate,12.2145,Sell,Not Executed,Financials,Increased,Increased,1
1121,56,Low,0,Less than half,Moderate,0.43165094339622645,Sell,Not Executed,Industries,Constant,Constant,0
1123,53,Low,1,All,None,0.9525,Sell,Executed,Industries,Constant,Constant,1
1124,43,Low,1,More than half,Little,16.421361648969395,Buy,Executed,Financials,Constant,Constant,0
1125,36,Low,1,More than half,Most,72.49666666666667,Buy,Executed,Financials,Increased,Increased,1
1128,34,Low,1,All,None,13.65,Sell,Executed,Industries,Constant,Constant,1
1129,33,Low,0,More than half,None,4.858333333333333,Buy,Executed,Industries,Increased,Increased,1
1130,39,Low,1,More than half,Moderate,7.215073849878935,Sell,Executed,Consumer Staples,Increased,Increased,1
1131,22,Low,1,Less than half,Most,3.740747323340471,Buy,Not Executed,INVESTMENT,Increased,Increased,0
1132,77,Low,1,More than half,Moderate,2.4554898255813953,Buy,Executed,Industries,Increased,Increased,0
1133,47,Low,1,More than half,Moderate,4.512053333333333,Buy,Executed,Materials,Increased,Increased,1
1134,62,Low,0,More than half,Moderate,5.690685046728972,Buy,Executed,Information Technology,Increased,Increased,0
1135,31,Medium,1,Less than half,Moderate,6.502250000000001,Sell,Not Executed,Financials,Constant,Constant,0
1136,22,Low,0,Less than half,Moderate,4.382857142857143,Sell,Not Executed,Basic Materials,Constant,Constant,1
1138,69,Low,0,More than half,None,2.9385806451612906,Buy,Executed,Industries,Constant,Constant,1
1140,45,Low,1,More than half,Moderate,41.578376654632976,Buy,Executed,Financials,Increased,Increased,0
1141,48,Not Assigned,0,More than half,Moderate,11.48138247011952,Sell,Executed,Financials,Constant,Constant,0
1142,63,Medium,1,More than half,Moderate,9.115238157894737,Buy,Executed,Industries,Increased,Increased,0
1145,60,Low,1,Less than half,Moderate,22.231860714285716,Buy,Executed,Financials,Increased,Increased,1
1146,23,Medium,1,Less than half,Moderate,8.403766423357665,Buy,Not Executed,Financials,Constant,Constant,0
1147,47,Low,0,More than half,None,1.1235,Buy,Executed,Basic Materials,Constant,Constant,1
1150,70,Low,1,All,None,26.3,Buy,Executed,Real Estate,Increased,Increased,1
1151,62,Low,1,All,None,0.7,Sell,Executed,Financials,Increased,Increased,1
1152,54,Low,1,Less than half,Moderate,30.1,Buy,Not Executed,Real Estate,Increased,Increased,0
1153,22,Low,1,None,None,3.1275,Sell,Not Executed,Real Estate,Increased,Increased,1
1154,48,Low,0,More than half,Little,4.8604102564102565,Buy,Executed,Materials,Increased,Increased,0
1155,75,Low,1,More than half,Little,1.7498448275862069,Sell,Executed,Financials,Increased,Increased,0
1157,62,Low,0,Less than half,Moderate,14.273752136752135,Sell,Not Executed,Consumer Staples,Increased,Increased,0
1161,41,Low,1,More than half,Little,4.529265454545455,Buy,Executed,Financials,Increased,Increased,1
1163,65,Low,1,More than half,Moderate,15.14564423076923,Buy,Executed,Materials,Increased,Increased,0
1164,53,Low,1,Less than half,Little,7.441791666666666,Sell,Not Executed,Consumer Discretionary,Increased,Increased,0
1166,66,Low,1,More than half,Moderate,18.896237623762374,Sell,Executed,Industries,Constant,Constant,0
1167,72,Low,1,Less than half,Most,6.150962962962963,Sell,Not Executed,Real Estate,Constant,Constant,0
1168,75,Low,1,More than half,Moderate,6.167319391634981,Sell,Executed,Financials,Constant,Constant,1
1171,51,Low,1,More than half,Little,4.084794117647059,Sell,Executed,Industries,Increased,Increased,1
1172,43,Low,1,More than half,Moderate,13.73924878556558,Buy,Executed,Consumer Discretionary,Increased,Increased,1
1174,29,Low,0,Less than half,Most,7.923333333333333,Sell,Not Executed,Consumer Staples,Constant,Constant,1
1175,41,Low,1,More than half,None,9.950833333333334,Buy,Executed,FOOD,Constant,Constant,0
1176,41,Low,1,Less than half,Most,19.802965474722566,Sell,Executed,Real Estate,Increased,Increased,0
1177,50,Low,1,More than half,Moderate,26.092678470254956,Sell,Executed,Financials,Increased,Increased,0
1179,78,Low,1,More than half,Moderate,11.87456579186838,Sell,Executed,Health Care,Increased,Increased,0
1181,29,Medium,0,Less than half,Little,86.6120223675155,Sell,Not Executed,Financials,Constant,Constant,1
1182,41,Low,0,More than half,None,2.4210526315789473,Buy,Executed,Financials,Increased,Increased,1
1183,56,Low,1,More than half,Moderate,14.222085950413222,Sell,Executed,Telecommunication Services,Increased,Increased,0
1184,33,Not Assigned,1,Less than half,Most,7.399696969696969,Sell,Not Executed,Industries,Constant,Constant,0
1187,41,Not Assigned,0,More than half,Moderate,9.999310344827586,Sell,Executed,Telecommunication Services,Decreased,Decreased,1
1188,71,Not Assigned,0,Less than half,Moderate,35.848333333333336,Sell,Not Executed,Industries,Increased,Increased,1
1190,66,Not Assigned,0,More than half,Moderate,4.429146666666666,Buy,Executed,Consumer Discretionary,Decreased,Decreased,0
1192,37,Low,1,Less than half,Most,0.8140291262135922,Sell,Not Executed,Industries,Constant,Constant,0
1193,74,Low,1,Less than half,Moderate,11.2121875,Sell,Not Executed,Financials,Increased,Increased,0
1195,51,Low,1,More than half,Moderate,35.105474452554745,Buy,Executed,INVESTMENT,Increased,Increased,1
1196,66,Not Assigned,1,More than half,None,47.538333333333334,Buy,Executed,Real Estate,Decreased,Decreased,0
1197,68,Not Assigned,1,Less than half,Most,5.565833333333334,Buy,Not Executed,Health Care,Decreased,Decreased,1
1198,78,Not Assigned,0,Less than half,Moderate,8.1948125,Sell,Not Executed,Financials,Decreased,Decreased,0
1200,33,Low,1,More than half,Moderate,25.08049794238683,Buy,Executed,Financials,Increased,Increased,0
1201,65,Low,0,Less than half,Most,4.041189655172414,Sell,Not Executed,Financials,Increased,Increased,1
1202,32,Low,1,More than half,Moderate,13.014407793209877,Sell,Executed,Financials,Constant,Constant,0
1203,30,Low,1,Less than half,Most,9.977162162162161,Buy,Not Executed,Financials,Increased,Increased,1
1206,73,Not Assigned,1,More than half,Little,10.961160104986877,Sell,Executed,FOOD,Decreased,Decreased,1
1207,17,Not Assigned,0,More than half,Moderate,28.04598251801871,Sell,Executed,Industries,Increased,Increased,0
1208,39,Not Assigned,1,Less than half,Little,13.145845238095237,Sell,Not Executed,Financials,Decreased,Decreased,0
1209,27,Not Assigned,1,Less than half,Most,1.366845238095238,Sell,Not Executed,Financials,Constant,Constant,0
1210,59,Not Assigned,1,None,All,5.5,Sell,Not Executed,Information Technology,Constant,Constant,1
1213,51,Not Assigned,0,More than half,Little,10.399865497076023,Sell,Executed,Industries,Decreased,Decreased,0
1214,63,Low,1,None,None,2.0,Sell,Not Executed,Consumer Staples,Increased,Increased,1
1215,46,Low,1,Less than half,None,1.6708333333333334,Sell,Not Executed,Consumer Discretionary,Constant,Constant,0
1216,52,Low,1,More than half,Little,1.2593285714285714,Buy,Executed,Industries,Constant,Constant,0
1219,19,Medium,1,Less than half,Most,24.34813576642336,Sell,Not Executed,Energy,Increased,Increased,0
1221,41,Low,1,None,All,20.841666666666665,Sell,Not Executed,Real Estate,Constant,Constant,0
1222,52,Low,1,More than half,Moderate,6.533960869565217,Sell,Executed,Financials,Constant,Constant,0
1225,42,Not Assigned,1,More than half,Moderate,41.45488888888889,Buy,Executed,Materials,Decreased,Decreased,0
1232,36,Not Assigned,1,Less than half,Moderate,16.602441176470588,Sell,Not Executed,Industries,Decreased,Decreased,0
1233,74,Not Assigned,0,More than half,Little,2.749230769230769,Sell,Executed,Industries,Decreased,Decreased,1
1235,67,Not Assigned,1,Less than half,Moderate,7.532518404907976,Buy,Not Executed,Financials,Decreased,Decreased,0
1240,56,Low,1,All,None,0.259,Sell,Executed,Industries,Increased,Increased,1
1243,67,Low,0,More than half,Moderate,13.224962406015038,Buy,Executed,Financials,Increased,Increased,1
1244,55,Low,0,Less than half,Most,1.31996875,Sell,Not Executed,Financials,Increased,Increased,1
1246,63,Low,1,Less than half,Moderate,2.790986486486487,Sell,Not Executed,Industries,Increased,Increased,1
1249,53,Not Assigned,1,Less than half,None,4.322,Sell,Not Executed,Industries,Constant,Constant,0
1250,63,Not Assigned,1,Less than half,Moderate,2.92490716374269,Buy,Not Executed,Financials,Constant,Constant,1
1251,65,Not Assigned,1,More than half,None,3.846428571428571,Sell,Executed,Materials,Constant,Constant,1
1252,50,Not Assigned,1,All,None,8.7035,Buy,Executed,Energy,Decreased,Decreased,1
1255,47,Medium,1,Less than half,Little,5.089507246376812,Sell,Not Executed,Industries,Constant,Constant,1
1256,43,Not Assigned,1,More than half,Moderate,43.23049408284024,Buy,Executed,Information Technology,Increased,Increased,0
1258,58,Not Assigned,1,None,Most,79.985,Sell,Not Executed,Industries,Constant,Constant,0
1262,28,Low,1,Less than half,Most,6.51186301369863,Buy,Not Executed,Consumer Staples,Increased,Increased,1
1263,60,Medium,0,Less than half,None,9.469444444444443,Sell,Not Executed,Industries,Increased,Increased,1
1264,69,Low,1,More than half,Moderate,31.963473208521627,Sell,Executed,Financials,Constant,Constant,0
1265,73,Low,0,More than half,Moderate,18.638497642484904,Sell,Executed,Industries,Increased,Increased,1
1266,41,Low,0,Less than half,Most,11.095941972002203,Sell,Not Executed,Financials,Increased,Increased,0
1267,39,Low,1,More than half,Little,12.00332995618839,Buy,Executed,Financials,Constant,Constant,1
1269,56,Medium,1,More than half,Moderate,13.959170731707317,Sell,Executed,Financials,Increased,Increased,1
1270,49,Low,1,More than half,Moderate,13.107135897435898,Buy,Executed,Industries,Constant,Constant,0
1271,52,Not Assigned,1,More than half,Moderate,22.230375000000002,Buy,Executed,Information Technology,Increased,Increased,0
1273,53,Medium,1,More than half,Little,10.060016129032258,Buy,Executed,Industries,Constant,Constant,0
1277,75,Not Assigned,1,Less than half,Most,47.60999999999999,Buy,Not Executed,Real Estate,Constant,Constant,1
1282,70,Medium,0,More than half,Little,24.34801850895317,Buy,Executed,Financials,Increased,Increased,0
1283,45,Medium,0,Less than half,Most,14.557062779267204,Sell,Executed,Financials,Increased,Increased,1
1284,64,Low,1,Less than half,None,0.265,Sell,Not Executed,Health Care,Constant,Constant,1
1285,34,Low,1,Less than half,Most,7.398272613065326,Buy,Not Executed,Financials,Increased,Increased,0
1286,78,Low,0,More than half,Most,1.24,Buy,Executed,INDUSTRIAL,Increased,Increased,1
1288,47,Medium,1,More than half,Moderate,11.21675238095238,Sell,Executed,Financials,Increased,Increased,0
1290,41,Low,1,Less than half,Most,6.160321739130435,Sell,Not Executed,Financials,Increased,Increased,0
1291,77,Low,1,More than half,Moderate,22.679562500000003,Sell,Executed,Financials,Increased,Increased,0
1293,35,Low,1,More than half,Moderate,11.00364240506329,Sell,Executed,Financials,Increased,Increased,0
1294,45,Low,1,Less than half,Moderate,8.958727272727273,Buy,Not Executed,Telecommunication Services,Increased,Increased,1
1296,71,Medium,1,Less than half,Most,5.659909502262443,Sell,Not Executed,Financials,Constant,Constant,0
1298,48,Low,1,More than half,None,13.847782608695653,Buy,Executed,Financials,Increased,Increased,1
1299,67,Low,1,More than half,Little,11.293186666666667,Buy,Executed,Industries,Increased,Increased,0
1300,73,Low,1,Less than half,Moderate,10.620304336989033,Sell,Not Executed,Industries,Increased,Increased,0
1301,64,Low,0,More than half,Most,42.11333333333333,Buy,Executed,Financials,Constant,Constant,1
1303,35,Low,1,More than half,Moderate,73.25117082523775,Buy,Executed,Financials,Constant,Constant,0
1309,74,Low,1,Less than half,Moderate,347.3636363636364,Buy,Not Executed,Real Estate,Constant,Constant,0
1310,75,Low,1,More than half,Moderate,3.8782611788617882,Buy,Executed,Industries,Increased,Increased,1
1311,54,Low,1,More than half,Most,4.604889918887602,Sell,Executed,INDUSTRIAL,Increased,Increased,1
1313,53,Low,1,More than half,Most,7.785,Buy,Executed,Financials,Increased,Increased,1
1314,71,Low,1,Less than half,Moderate,0.23342857142857146,Buy,Not Executed,Financials,Increased,Increased,0
1315,30,Low,1,Less than half,Moderate,1.6125696721311475,Buy,Not Executed,Financials,Increased,Increased,1
1316,73,Low,1,More than half,Moderate,10.864388308977034,Buy,Executed,Energy,Constant,Constant,1
1317,66,High,1,Less than half,Moderate,8.77614,Sell,Not Executed,Consumer Staples,Increased,Increased,0
1320,33,Low,0,Less than half,Most,23.25650631808279,Buy,Not Executed,Financials,Constant,Constant,0
1322,62,Medium,1,More than half,Little,1.7629772727272728,Sell,Executed,Health Care,Constant,Constant,0
1323,64,Low,1,More than half,Little,17.668732899022803,Sell,Executed,Industries,Increased,Increased,0
1327,78,Low,1,Less than half,Moderate,8.241097560975609,Sell,Not Executed,Materials,Increased,Increased,0
1328,74,Medium,0,More than half,Moderate,1.260125,Buy,Executed,Financials,Increased,Increased,0
1330,37,Low,1,All,None,18.124837499999998,Buy,Executed,Financials,Constant,Constant,1
1331,53,Low,1,All,None,0.63,Sell,Executed,Consumer Staples,Increased,Increased,1
1334,28,Low,1,More than half,Moderate,0.774695652173913,Sell,Executed,Financials,Constant,Constant,1
1335,29,Low,1,More than half,Moderate,7.874615487316421,Buy,Executed,Financials,Decreased,Decreased,1
1338,32,Low,0,More than half,Moderate,5.504923959827834,Sell,Executed,Financials,Increased,Increased,0
1340,37,Low,1,More than half,Little,55.38117117117117,Buy,Executed,INDUSTRIAL,Increased,Increased,0
1345,66,Low,0,Less than half,Moderate,8.575513715710724,Buy,Not Executed,Financials,Constant,Constant,0
1346,75,Low,1,Less than half,Most,9.2856463878327,Buy,Not Executed,Financials,Increased,Increased,1
1347,51,Low,1,Less than half,Moderate,12.0245625,Sell,Not Executed,Industries,Increased,Increased,0
1348,67,Low,1,More than half,Most,9.70465773480663,Buy,Executed,Industries,Increased,Increased,0
1349,79,Low,1,Less than half,Moderate,6.880724550898203,Sell,Not Executed,Financials,Increased,Increased,0
1350,37,Low,0,More than half,Moderate,9.047096385542169,Sell,Executed,Industries,Constant,Constant,0
1351,51,Low,1,More than half,Little,17.082119172216935,Buy,Executed,Financials,Constant,Constant,0
1352,34,Low,0,More than half,Little,4.8647343957503315,Sell,Executed,Financials,Constant,Constant,0
1353,74,Low,1,Less than half,Moderate,0.5408552188552189,Buy,Not Executed,Financials,Increased,Increased,0
1354,54,Low,1,More than half,Moderate,7.675931558935361,Buy,Executed,Financials,Increased,Increased,1
1355,71,Low,0,Less than half,Moderate,10.15927115716753,Buy,Not Executed,Financials,Increased,Increased,0
1356,29,Not Assigned,0,Less than half,Moderate,2.8257553956834536,Sell,Not Executed,Industries,Decreased,Decreased,0
1359,59,Low,1,More than half,Little,1.7478058103975536,Buy,Executed,Industries,Constant,Constant,1
1361,73,Low,0,More than half,Little,33.14079452054794,Buy,Executed,Materials,Increased,Increased,0
1362,26,Low,1,More than half,None,3.3809375,Sell,Executed,Consumer Discretionary,Decreased,Decreased,1
1365,55,Low,0,More than half,None,7.71044,Buy,Executed,FOOD,Decreased,Decreased,1
1367,77,Low,0,More than half,Little,7.205875,Buy,Executed,Industries,Increased,Increased,1
1368,54,Low,1,All,None,4.2,Buy,Executed,Financials,Increased,Increased,0
1371,55,Low,1,More than half,Little,11.594590680100755,Buy,Executed,Financials,Increased,Increased,0
1374,28,Medium,0,None,None,1.2125,Buy,Partially Executed,Health Care,Constant,Constant,1
1375,42,Low,0,Less than half,Moderate,14.678368421052632,Sell,Not Executed,Energy,Increased,Increased,1
1378,34,Low,1,More than half,Little,23.140930029154518,Sell,Executed,Industries,Decreased,Decreased,1
1382,33,Medium,1,Less than half,Moderate,4.012960481099657,Sell,Not Executed,Financials,Increased,Increased,1
1383,21,Low,0,More than half,Moderate,7.855587570621469,Buy,Executed,Financials,Constant,Constant,1
1385,37,Low,1,More than half,None,2.670068181818182,Buy,Executed,FOOD,Increased,Increased,1
1387,59,Low,1,More than half,Most,3.748875,Buy,Executed,Health Care,Increased,Increased,1
1388,23,Not Assigned,1,Less than half,Most,12.504257112750263,Sell,Not Executed,Industries,Increased,Increased,0
1389,48,Not Assigned,1,More than half,Moderate,28.027324770642203,Buy,Executed,Industries,Decreased,Decreased,1
1391,67,Medium,1,Less than half,Moderate,7.279762322019146,Buy,Not Executed,Financials,Increased,Increased,0
1394,66,Not Assigned,1,More than half,Moderate,8.0492009569378,Buy,Executed,Industries,Increased,Increased,0
1395,69,Not Assigned,1,Less than half,Moderate,14.403384615384615,Sell,Not Executed,Financials,Increased,Increased,0
1396,22,Low,1,Less than half,Moderate,11.229497382198952,Buy,Not Executed,Financials,Increased,Increased,1
1397,58,Not Assigned,1,Less than half,Most,106.25704761904763,Sell,Not Executed,Real Estate,Increased,Increased,1
1399,78,Not Assigned,1,More than half,Moderate,15.07121494370522,Buy,Executed,Materials,Decreased,Increased,0
1401,27,Not Assigned,1,More than half,Most,1.5724999999999998,Buy,Executed,Financials,Constant,Constant,1
1404,46,Low,0,More than half,Moderate,4.229222222222223,Sell,Executed,Financials,Increased,Increased,1
1405,46,Low,1,All,None,6.058,Buy,Executed,Industries,Increased,Increased,0
1408,62,Low,0,More than half,Little,10.598666666666666,Sell,Executed,Industries,Increased,Increased,1
1409,50,Low,1,More than half,Little,25.84146739130435,Sell,Executed,Financials,Decreased,Decreased,0
1410,78,Low,1,Less than half,Moderate,3.8873529411764705,Sell,Not Executed,Financials,Increased,Increased,0
1411,46,Low,1,More than half,Little,1.768205,Buy,Executed,Consumer Staples,Increased,Increased,0
1412,52,Medium,0,Less than half,Moderate,11.1591,Buy,Not Executed,Financials,Increased,Increased,1
1414,20,Low,1,More than half,Moderate,44.70228108108108,Sell,Executed,Industries,Constant,Constant,0
1417,59,Medium,1,More than half,Little,5.671318181818182,Buy,Executed,Industries,Increased,Increased,1
1421,64,Low,1,Less than half,Moderate,9.940416666666666,Sell,Not Executed,Financials,Increased,Increased,0
1422,42,Low,1,Less than half,Little,14.4966,Sell,Not Executed,Information Technology,Constant,Constant,1
1424,46,Not Assigned,1,None,All,5.86,Buy,Not Executed,Information Technology,Constant,Constant,1
1425,47,Not Assigned,1,More than half,Moderate,1.2637142857142858,Buy,Executed,Financials,Increased,Decreased,1
1426,67,Not Assigned,0,None,All,10.02,Sell,Not Executed,Materials,Decreased,Decreased,1
1427,31,Not Assigned,1,Less than half,Most,19.538933333333336,Sell,Not Executed,INVESTMENT,Constant,Constant,1
1429,35,Not Assigned,1,More than half,Little,78.584859375,Buy,Executed,Real Estate,Decreased,Decreased,0
1431,50,Low,1,More than half,Little,10.260256297795772,Buy,Executed,Health Care,Constant,Constant,0
1432,75,Low,1,More than half,Moderate,55.174807692307695,Buy,Executed,Materials,Increased,Increased,0
1433,62,Low,1,Less than half,Most,4.8976232686980605,Buy,Not Executed,Financials,Increased,Increased,0
1434,52,Low,1,Less than half,Moderate,0.628774193548387,Sell,Not Executed,Financials,Increased,Increased,1
1435,55,Low,1,More than half,Moderate,12.621367346938776,Sell,Executed,Financials,Increased,Increased,0
1436,64,Low,0,Less than half,Little,5.26544420131291,Buy,Not Executed,Information Technology,Increased,Increased,1
1437,56,Low,1,More than half,Moderate,14.938035714285713,Sell,Executed,Financials,Increased,Increased,0
1438,74,Low,0,Less than half,Most,18.97383695652174,Sell,Not Executed,Real Estate,Increased,Increased,0
1439,78,Low,1,More than half,Moderate,27.263394366197183,Sell,Executed,Real Estate,Constant,Constant,1
1440,33,Low,1,More than half,Little,11.04,Buy,Executed,Materials,Increased,Increased,0
1441,21,Not Assigned,0,Less than half,Most,13.933426328502415,Sell,Not Executed,Real Estate,Decreased,Decreased,0
1442,40,Not Assigned,0,More than half,Moderate,11.402727272727274,Buy,Executed,Financials,Decreased,Decreased,0
1443,51,Low,1,More than half,Little,7.648658959537572,Sell,Executed,Financials,Increased,Increased,1
1447,63,Not Assigned,1,All,None,9.1445,Buy,Executed,Financials,Decreased,Decreased,1
1448,32,Low,0,Less than half,None,35.137,Buy,Not Executed,Financials,Constant,Constant,1
1449,75,Low,1,Less than half,Moderate,1.255320987654321,Buy,Not Executed,Industries,Increased,Increased,1
1452,59,Low,1,More than half,Moderate,1.5555999999999999,Buy,Executed,Financials,Increased,Increased,1
1453,68,Low,0,More than half,Moderate,2.7345510204081633,Sell,Executed,Industries,Increased,Increased,0
1454,40,Low,0,Less than half,Most,3.8180813953488375,Sell,Not Executed,Health Care,Increased,Increased,0
1456,35,Low,1,Less than half,Most,8.516625176803394,Sell,Not Executed,Financials,Constant,Constant,0
1461,40,Medium,0,Less than half,Most,10.14950956937799,Buy,Not Executed,Financials,Increased,Increased,1
1462,61,Low,1,More than half,Little,8.235549242424241,Buy,Executed,Financials,Increased,Increased,0
1464,37,Medium,1,None,None,39.3,Buy,Not Executed,Real Estate,Constant,Constant,1
1466,21,Low,1,More than half,Moderate,11.86354,Sell,Executed,Financials,Constant,Constant,1
1469,66,Low,1,More than half,Moderate,9.24551724137931,Buy,Executed,Industries,Increased,Increased,0
1474,32,Low,1,More than half,Most,2.385289344262295,Buy,Executed,Financials,Constant,Constant,1
1475,36,Low,1,Less than half,Little,14.125306818181818,Buy,Executed,INDUSTRIAL,Constant,Constant,0
1476,30,Low,1,More than half,Most,6.21125,Sell,Executed,Materials,Constant,Constant,1
1477,70,Medium,1,More than half,None,16.39761904761905,Buy,Executed,Financials,Increased,Increased,0
1479,58,Not Assigned,1,More than half,Little,4.680581395348837,Sell,Executed,Industries,Increased,Increased,0
1480,34,Not Assigned,1,Less than half,Most,6.316666666666666,Sell,Not Executed,Financials,Decreased,Increased,1
1487,48,Low,1,Less than half,None,11.362,Buy,Not Executed,Information Technology,Constant,Constant,1
1488,50,Low,0,More than half,Little,3.9686399857701886,Sell,Executed,Industries,Increased,Increased,0
1489,69,Low,1,More than half,Little,7.3441,Sell,Executed,Industries,Increased,Increased,0
1490,51,Low,1,More than half,Moderate,29.095152281134403,Sell,Executed,Real Estate,Constant,Constant,0
1493,23,Not Assigned,1,Less than half,Little,6.778446153846153,Sell,Not Executed,Information Technology,Decreased,Decreased,0
1494,29,Not Assigned,1,More than half,Little,6.664956521739131,Sell,Executed,Health Care,Decreased,Decreased,0
1496,46,Not Assigned,1,More than half,Moderate,2.177223602484472,Sell,Executed,Financials,Decreased,Decreased,0
1498,38,Low,1,More than half,Moderate,18.411510703363916,Buy,Executed,Financials,Increased,Increased,0
1499,46,Low,1,More than half,Moderate,37.750942622950824,Buy,Executed,Financials,Increased,Increased,0
1501,21,Low,1,More than half,Moderate,23.39825724893087,Buy,Executed,Financials,Constant,Constant,0
1502,35,Not Assigned,1,None,None,2.425,Buy,Partially Executed,Health Care,Constant,Constant,1
1503,39,Not Assigned,0,All,None,2.71,Buy,Executed,Materials,Decreased,Decreased,1
1505,19,Not Assigned,1,More than half,Moderate,11.199587308471353,Sell,Executed,Financials,Constant,Constant,0
1506,45,Not Assigned,1,More than half,Little,23.963535714285715,Sell,Executed,Financials,Decreased,Decreased,1
1507,40,Not Assigned,0,Less than half,Moderate,10.778574165928427,Sell,Not Executed,Financials,Decreased,Decreased,0
1508,79,Not Assigned,1,Less than half,Moderate,4.944873333333334,Buy,Executed,INDUSTRIAL,Constant,Constant,1
1510,72,Not Assigned,1,More than half,Moderate,10.787326678765881,Sell,Executed,Industries,Decreased,Decreased,0
1511,69,Not Assigned,0,More than half,Moderate,58.520714285714284,Buy,Executed,Financials,Constant,Constant,0
1512,34,Low,1,Less than half,Moderate,20.83474456521739,Sell,Not Executed,Financials,Increased,Increased,1
1513,63,Low,0,More than half,Moderate,13.159902985074627,Sell,Executed,Consumer Discretionary,Increased,Increased,0
1515,37,Low,1,All,None,2.678,Buy,Executed,Financials,Constant,Constant,1
1516,58,Low,0,Less than half,Little,11.768048780487804,Buy,Not Executed,Industries,Increased,Increased,0
1517,43,Low,1,Less than half,Most,4.971436103151862,Buy,Executed,Financials,Constant,Constant,0
1518,42,Low,1,Less than half,Moderate,14.926625000000001,Buy,Not Executed,Financials,Constant,Constant,0
1521,29,Low,0,Less than half,Little,19.20310354223433,Sell,Executed,Industries,Constant,Constant,0
